,0,1
134,0.0001320725223235427,0.00013670606282673356
135,9.255749500787237e-05,0.00013689900649672032
136,0.00019609594305890186,0.0001407927691859811
137,0.00011976438648415193,0.00014490484926387408
138,8.655936578132367e-05,0.0001471507079665274
139,0.00020948979210698917,0.00014694033950760795
140,0.00014763209885399424,0.00015987171572603718
141,0.00020848599533166307,0.0001673601823507447
142,0.00015532368809096194,0.00019540632250378287
143,0.00015296637526338215,0.00022680472845048756
144,0.00021476544238574545,0.00025580441127035663
145,0.0003071595292462243,0.000279166593605992
146,0.0003351321463064926,0.0003003127724647302
147,0.00029843055066883814,0.0002983834886127371
148,0.00031479284686616844,0.00028397169214362404
149,0.00023634480920295176,0.00028189766193802894
150,0.0003094911317736849,0.00028000066323169816
151,0.00020938693708785332,0.00028596728976229243
152,0.00029533960614892715,0.00030006608824949797
153,0.00034641145180362427,0.0003305562380681185
154,0.000374523111987527,0.00035578862812105804
155,0.00041510822167287545,0.0003592475351202464
156,0.00024764155855327454,0.0003700305221235684
157,0.0003814513822765763,0.00037949731909210963
158,0.0004144138125175207,0.00036411280042803406
159,0.00040747020826711666,0.0003758091110075734
160,0.00030874925474649526,0.00038276687478029084
161,0.00038885670700028127,0.00039795278298990216
162,0.0004800550775580573,0.0004082488283239137
163,0.00031094382590106476,0.0004004529988170994
164,0.0004219749523280889,0.0004031152601656455
165,0.00045512057169494664,0.00039915040047071266
166,0.0003530860670763384,0.0003763280286601813
167,0.00041553773029872503,0.0003584905546545442
168,0.0003237124722211137,0.00036190414426983905
169,0.0003377271496920474,0.0003647150833430648
170,0.0003403843152638737,0.00035254445210068614
171,0.00040019061731130497,0.0003844814820331984
172,0.0003931576334354823,0.00040583916576358283
173,0.00046098401310331244,0.00042178345498845355
174,0.0003709204908683659,0.00043814613000897997
175,0.0004211262598118268,0.00043834483218103227
176,0.00048429136944243674,0.00043253669758623646
177,0.00046642870962079725,0.0004270106309191608
178,0.00036788143678543196,0.0004425777533899518
179,0.0004767988557585577,0.00046161225316450056
180,0.0004193704898267941,0.0004665883903308208
181,0.0004714766081657622,0.000461596419564701
182,0.0004729657686116732,0.00045657732939742893
183,0.0005282369291131767,0.00045527824257948914
184,0.00047393679248693393,0.0004610121234375715
185,0.0003725519520694303,0.00045291120225272516
186,0.00040448363564145903,0.00046781466875220687
187,0.0005249277839760062,0.0004931491213094871
188,0.0004797400214334504,0.0004917150238142072
189,0.0005604191040817282,0.000501043450667524
190,0.0005056467237716879,0.0004916029785887489
191,0.00042433736456866004,0.00044923006242409005
192,0.0004817777500793069,0.0003907089360354934
193,0.0003473882794201801,0.00036259462119118523
194,0.00025302539901209944,0.0003329506978766759
195,0.0004456618112736407,0.0003139574740295303
196,0.0002156725608081752,0.000317343596789008
197,0.0003420409216659638,0.00031267054233612965
198,0.0003520169481658649,0.0002968137879139899
199,0.00030505696002245265,0.0002899547591959122
200,0.00020398082047118577,0.0002631550837943396
201,0.0003467796328962565,0.00025208630964214786
202,0.00021363113257688538,0.0002650410835679504
203,0.0002175919494887778,0.00026337693369963357
204,0.00027010024907004357,0.0002895015635682473
205,0.00033458649460710505,0.00030122364379208246
206,0.00031336778544026393,0.0003085236710381155
207,0.00034647893569934526,0.00030459892072241335
208,0.00028713691521979845,0.0003207285979969233
209,0.00031326825937866157,0.0003202828197155851
210,0.00027538605939101887,0.00032667636000091664
211,0.00033390440406608186,0.0003455787723478801
212,0.0003990501814078868,0.0003652900484796789
213,0.00037137067525091236,0.0003865039402404745
214,0.0004276443674108173,0.0003979161340871987
215,0.0003842157362133621,0.00041216999609532535
216,0.00039973142990723255,0.00043462874732003577
217,0.0004497694374373845,0.00046403128177826853
218,0.0004572987555048669,0.0004993217276044671
219,0.000523963149966216,0.0005232963505070531
220,0.000524183129199332,0.000540947619131502
221,0.0006227332460291846,0.0005511837060714818
222,0.0005225438325663906,0.000533533825635876
223,0.0005155326035200364,0.0005122358212610113
224,0.0004549452758741586,0.0004960715942712369
225,0.0004901017854777377,0.0004677802598607799
226,0.0005039578833975419,0.00045047533054268105
227,0.00040832839528709376,0.0004362451244776293
228,0.0004282835517365088,0.00042538464869178676
229,0.0004492417944042748,0.0003942688432254258
230,0.00038039009680665843,0.0003770599325719233
231,0.0003395407905056626,0.00036866881181148777
232,0.00040291142301305226,0.0003726679398026925
233,0.00034631100783935327,0.0003826491925495708
234,0.00037022944854729915,0.0004116908989866758
235,0.0004403524838901395,0.0004335607950414962
236,0.00048053478830897237,0.00045397071347429125
237,0.0004343383217229262,0.0004487142332298886
238,0.000445669868208995,0.0004508851758925421
239,0.00048507307506875274,0.0004369568677721679
240,0.00043431699075149383,0.0004190147420655289
241,0.00031141306637778854,0.00040562095558259036
242,0.000469159546566644,0.00041293984682322756
243,0.0004032372546123023,0.00041840446607487253
244,0.00045244522759574113,0.00041906676836049416
245,0.00035899117560988527,0.000427502166303797
246,0.0005003056458310009,0.0004343919405762652
247,0.0004118935445294426,0.00043569242440388807
248,0.0004500142640873301,0.00042581034866850156
249,0.000390001754853868,0.00044495481921006633
250,0.00046426655693321934,0.00046007066160067494
251,0.00046765795260102813,0.0004767916150855773
252,0.00047045082401081544,0.00047778100237902594
253,0.0005010852467678319,0.0004847506982361343
254,0.00047751054307418176,0.0004682049033695433
255,0.0005223142156901628,0.0004774209785722279
256,0.0004424475159557205,0.0004760693039128531
257,0.0004136475062905836,0.00047233710803920803
258,0.00046686031017357404,0.0004695887371295194
259,0.0005021821577039429,0.0004759732275524325
260,0.0005338271447852929,0.00047888188585480413
261,0.0005072779135984084,0.0004807957286879281
262,0.00036097903803159826,0.0004721051842936908
263,0.00046302654712728007,0.0004511846826918252
264,0.0005080981691501214,0.0004207128158314617
265,0.0004196669433202253,0.00040025342579770394
266,0.00037205720314842204,0.00039833411387302405
267,0.0004009711348307832,0.0003967889178085162
268,0.00034713977987902496,0.0003828558549646719
269,0.00040055451455551274,0.00037056961456586506
270,0.0003620845446911736,0.00037759348834324693
271,0.00043652235291277556,0.0003997242851074288
272,0.0003875480404922394,0.00038557104419652624
273,0.0003180350930753771,0.0003646348151733977
274,0.0003834225681212702,0.0003545285536964273
275,0.00039465653940380045,0.0003417176617603995
276,0.00031017006748525373,0.000329167865206704
277,0.0003175806300057804,0.0003040655271473952
278,0.0002197312144506871,0.00029797818575944506
279,0.0003956091737675055,0.00028830194335939047
280,0.0003238997264557728,0.000299142605334051
281,0.00025638458421033307,0.00034380293121648255
282,0.0002970442324448848,0.00038056775298421887
283,0.00040731649215315494,0.0004094150374430617
284,0.0004912862717400661,0.00044844964155211847
285,0.00047383376221976056,0.0004687298982217563
286,0.0005273428643654219,0.0005145018956543214
287,0.00046332487449510956,0.000534396732984818
288,0.0004632872861680952,0.0005312680685716092
289,0.0005817783662547622,0.000515212942162501
290,0.0005491363183884971,0.0005160469936498145
291,0.0005049089957122907,0.0005034076439451587
292,0.0005550384541477772,0.0004962792687679145
293,0.0004157080213076903,0.0004888254737584752
294,0.0004284857831188291,0.00047019138333699687
295,0.0004941367001489737,0.00047094212290566483
296,0.0005299307467085438,0.0004744442698369294
297,0.0004250854790213258,0.00045361687783203845
298,0.0005064526376638749,0.00042972410458115947
299,0.00037101674840246234,0.0004098297462355692
300,0.00040289489536116026,0.0003592278954770429
301,0.00035793659239667294,0.00033585721977158115
302,0.0002637641549162461,0.0003350297109593512
303,0.00034650222023708307,0.00033285873338951454
304,0.00037017443092638585,0.0003307584341357161
305,0.00030362639382321756,0.00031943096126902136
306,0.00030136730736675534,0.0002858913304904791
307,0.00037412157292488634,0.00027225188122802197
308,0.00022735362139556658,0.0002714898631113997
309,0.00021166714133206825,0.0002547909159139806
310,0.0002613335954255186,0.00028372857869793394
311,0.0002492612012980595,0.00033376392878382865
312,0.0004370782326082631,0.0003800803280853604
313,0.0004414174595663861,0.0004244770649438081
314,0.00040233178913760224,0.0004602584407736376
315,0.0004165644232161986,0.00046804387161412356
316,0.0005972540143611479,0.00047399074415993743
317,0.00040748912157760625,0.00046122109678184463
318,0.000398006082832875,0.000437372254964033
319,0.0004538519835820734,0.0004442041805687693
320,0.00046674228371123715,0.0004249317569647586
321,0.00043773550465122453,0.00039845137195952744
322,0.000371148130989739,0.0003898899961059953
323,0.0003518250699491338,0.0004026162819785688
324,0.00044189288059398287,0.0003893542513645568
325,0.00040714915432008204,0.00039663276483766657
326,0.00032569351469553885,0.00042649180084356077
327,0.0004837431432529876,0.0004438163611590558
328,0.00048058216970430726,0.0004649950352153556
329,0.0004482994350433721,0.00046391228549809736
330,0.0004650504153330562,0.0004727146226087569
331,0.0005012875277595468,0.0004800215579563485
332,0.00045839704259175796,0.00047623553560921907
333,0.0004281587623381246,0.0004512947223522147
334,0.0005190571226221128,0.00046024660615630704
335,0.00042372607133573964,0.0004718720487982415
336,0.0005197736415821406,0.00047781641442816154
337,0.00041875694256259064,0.0004874126639480224
338,0.00048683750010834065,0.0004918191829532266
339,0.00047930248494494024,0.0004766923644955781
340,0.0005746845712853247,0.0004558044123796441
341,0.0004150843356164994,0.00043001222770632576
342,0.00038256387982619507,0.0004164322256070979
343,0.00040801066846996384,0.0004047782182171895
344,0.00037263014909740656,0.00038430848850044494
345,0.00039378612026702613,0.0003972901487190761
346,0.00044144625398956296,0.0004413623727169885
347,0.00046214829347463685,0.0004860277212703556
348,0.0005170375072384466,0.0004945500012101695
349,0.0004000671871799318,0.0005186948073886862
350,0.0006015990870887193,0.000527559229940827
351,0.0005890011733490709,0.0005198387313355391
352,0.0004970158591353621,0.0005161510383099309
353,0.0004078943591891846,0.0005054154289893713
354,0.0005373463279106794,0.00048405381974411766
355,0.0005404751210430389,0.00047349871506765823
356,0.0003973906504650531,0.00045463638746063494
357,0.000501350725981771,0.00046978128617135187
358,0.0004679416477876892,0.0004773726513147768
359,0.00042342854859139074,0.00047170397085179833
360,0.0004930621726493496,0.0004613755046898211
361,0.0005176013562601183,0.00047385457776333767
362,0.0004535405165056143,0.0004996856285985253
363,0.0005095625942045946,0.0004988154064149227
364,0.00048351190836778746,0.0005265482197765304
365,0.0004984328716906451,0.000540067621428267
366,0.0005653715553806431,0.0005338272442673807
367,0.0006059330714099444,0.000539667923129527
368,0.0005556052960646236,0.0005502464295911832
369,0.00046225494898393163,0.0005608244947218924
370,0.0006028886016678343,0.0005549148829097502
371,0.00047773563206634834,0.0005417839292225695
372,0.0005609925473391765,0.0005323648441318479
373,0.0006385873671448002,0.0005284890955429915
374,0.0005293132418149154,0.000531534148216593
375,0.00045866801879825285,0.0005291599357866982
376,0.0004494842519401131,0.0005233153269967499
377,0.0006020453484582944,0.0005485615345680837
378,0.0005433007406457596,0.0005506178195631075
379,0.0005648022632282457,0.000549535705520796
380,0.0005734314310333352,0.0005374461447291019
381,0.0005118971763761664,0.0004961244774981931
382,0.0004928027783354478,0.0004564957085817432
383,0.0004555074359153867,0.00043371624912093184
384,0.0003394159841475458,0.00043165340630677896
385,0.00042310333156700316,0.0004419677908082417
386,0.0005017419470737246,0.0004656354442411628
387,0.0004970381375393553,0.0005060314606855296
388,0.0005296808319503662,0.0005216316325721412
389,0.0005044305441396662,0.0005304753475111842
390,0.000523315081022257,0.0005252227559657117
391,0.0005600121317344021,0.0005005132470710026
392,0.00047183153435393233,0.0004919163591451751
393,0.0005040672896261495,0.0005024550949468958
394,0.00043370431171143003,0.0005079082006960552
395,0.0005735170812519381,0.0005363301259241273
396,0.000526712177165909,0.0005537747854386323
397,0.0005547973309922164,0.0005652880356562072
398,0.0006140778398572705,0.0005861174358260127
399,0.0005912764847956695,0.0005678919489068531
400,0.0005315593338172244,0.0005569697369993763
401,0.0005774383751639315,0.0005292400243624663
402,0.00045769333787871634,0.0005262574604220962
403,0.0005553044051177758,0.0005113305388709066
404,0.0005357717225674692,0.0005010915313410573
405,0.0004388508546279736,0.0005130605724233297
406,0.0005982347648742577,0.0005366770909738289
407,0.0004940808959759706,0.0005555315781233012
408,0.000576009286329501,0.0005676745640500965
409,0.0005288473229250541,0.000570356634659789
410,0.0006207235747481461,0.0005898463975719642
411,0.0006521690129297996,0.0005809219332739133
412,0.000546076041862608,0.0005819880806159098
413,0.0005112902835446221,0.0005853260167331684
414,0.0005805584611520111,0.0005704443613930145
415,0.0006179803242680607,0.0005514962110862987
416,0.000539706238572011,0.0005284808107621505
417,0.0005202459056304851,0.0005259209835375273
418,0.0005779392924269624,0.0005163142187703552
419,0.000405462102862491,0.0005063571718994491
420,0.0005202596482964969,0.000497647227241332
421,0.0004839375893110652,0.0005068421682132845
422,0.0005754527278914692,0.0005167186715575398
423,0.0005206789244945597,0.0005239724963040741
424,0.0004993215922058208,0.0005224079487323231
425,0.0005379920391389,0.0005261333403451479
426,0.0004760182046740538,0.0005103464514908771
427,0.0005517532006731787,0.0005123565187285158
428,0.0005122206622105183,0.00052101758897512
429,0.000522900384326225,0.0005337243762291043
430,0.0004977809415675745,0.0005334767280733299
431,0.0005783244645661842,0.0005306214347101598
432,0.0005180851573871158,0.0005332469701591374
433,0.0005472538482603986,0.0005323851774275565
434,0.0005412448239974385,0.0005360170881563024
435,0.000470951566226343,0.0005139594957975063
436,0.0005444629519762989,0.0005145973478341741
437,0.0005336471352828424,0.0005142272250720978
438,0.0005337715442687912,0.0005320387147332238
439,0.0004984594207088933,0.0005361268637064336
440,0.0005000538269747275,0.0005469485292437693
441,0.0005684656388821011,0.0005402060874792076
442,0.0006470626707364314,0.0005537650193620041
443,0.0004885895012537833,0.0005678429674233533
444,0.0005641998168860527,0.0005713037762092014
445,0.0005184161909279528,0.0005585544710547407
446,0.0005813452330633974,0.0005380710697869893
447,0.0005624209031718715,0.0005230659897971999
448,0.0005935047217314515,0.0005126219007572625
449,0.0003827253917814368,0.00048421817492001886
450,0.0004938251810417314,0.00047456166868231733
451,0.00046780502097764357,0.00048273863204296703
452,0.0005105714423377489,0.0004844115502707508
453,0.00047464777568747126,0.0004985590502004907
454,0.00047967588267887296,0.0005098642995934167
455,0.0005545433558090614,0.0005254015116205581
456,0.000624485456182056,0.0005213736869518895
457,0.00037654577061324785,0.0005257194681239061
458,0.000517985285960803,0.0005139715888280242
459,0.0005576199054230073,0.0005102397153328682
460,0.000544873302613224,0.0005148546462163299
461,0.0005291057659805475,0.000524722532771836
462,0.00047850933702037386,0.0005467724591246226
463,0.0005028431948606683,0.0005574464127402643
464,0.0005931174394039439,0.0005398653047899369
465,0.0006115114804513759,0.000555123967692177
466,0.0005577380100138376,0.0005580534539632717
467,0.0005061892896765249,0.0005645708243971834
468,0.000555322267281307,0.0005578453873431737
469,0.0005396157838542769,0.0005392756350509403
470,0.0005896593727191945,0.0005535708111765619
471,0.000580080465724425,0.0005795045680564389
472,0.0005614788786971173,0.0006221752176379783
473,0.000640726243644698,0.0006532777882454895
474,0.0006056190312403972,0.0006797592167876267
475,0.000750534279921982,0.0007209768087422712
476,0.0008037790434801553,0.0007452829393319046
477,0.0007015199596572397,0.0007695641211113928
478,0.000797311149414695,0.0007789249248823394
479,0.0007126827696360922,0.0007750999845608847
480,0.0008054723307191497,0.0007634780577003344
481,0.0007813773233549781,0.0007410078691975621
482,0.0007041223291759337,0.0007260092864063314
483,0.0007556100693327666,0.0007102670794897825
484,0.000669838497155719,0.000676812188181328
485,0.0006487678136125584,0.0006508437987427887
486,0.0006382729850786808,0.0006258813965053235
487,0.0006458691988464962,0.0006337525065162386
488,0.0006197563603888829,0.0006285771957476353
489,0.0006291754918652812,0.0006117000293005679
490,0.000575125060629792,0.0006072051750442068
491,0.0006406433737623361,0.0006061819612594416
492,0.0006494027758399392,0.0006056888734972
493,0.0005658975678211802,0.0005887620357016153
494,0.0005157560275615153,0.000596484635488722
495,0.0006319035735689683,0.0005931899136684231
496,0.0006550025088386313,0.0005917432231463559
497,0.0005855233569405963,0.0005942263437516711
498,0.0005248624759591967,0.0005945895930329285
499,0.0006076235644294654,0.0005999300861620431
500,0.0006751706479557084,0.0005898539467963941
501,0.0004938708849452129,0.0005721494917402645
502,0.00062144378797916,0.0005737098085025138
503,0.0005794064471766326,0.0005782892901557294
504,0.0005495661517824796,0.0005832177668896237
505,0.0006205423087300771,0.000585021788164113
506,0.0005218240506769218,0.0006065686784772258
507,0.0006047577880598824,0.00059632071435153
508,0.0006576250738292675,0.0005654492676263445
509,0.0005960359227279293,0.0005602467663729906
510,0.0005378634063696048,0.0005497560480902543
511,0.0004881622926020196,0.0005436676563343594
512,0.0005134667668254059,0.0005390688749723629
513,0.0004813686380107961,0.0005381368345820112
514,0.0006630548394696777,0.0005317963269932675
515,0.0005597235689284603,0.0005325860498727208
516,0.0005108119019407228,0.0005278788857242765
517,0.0004881688417416173,0.0005178901213452921
518,0.0004893420719126806,0.0005071289926483099
519,0.0005255364622482362,0.0005125190607574079
520,0.00048265269148760413,0.0005505300397691839
521,0.0006776787776492143,0.0006184756317435929
522,0.0005982105623673819,0.0006689858105981544
523,0.0006437082403560985,0.0007078737049001467
524,0.000734413894815385,0.0007302237398879291
525,0.0007986010189787242,0.0007435177019557074
526,0.0007841429693361966,0.0007502410454862606
527,0.0006785669828193803,0.0007309683716257417
528,0.0007093611758801599,0.0007318118136848404
529,0.0006985410703439677,0.0006940623072344313
530,0.000716798872340019,0.00066710118485485
531,0.000702250921651945,0.0006609903283262252
532,0.0006352335361962313,0.000655016243284323
533,0.0006073670800645241,0.0006424623433820414
534,0.0006639361406195997,0.000625794633544436
535,0.0005686344077445411,0.0006116734353156998
536,0.0006932235715635788,0.0006135604708277745
537,0.0006209009065256215,0.0006343516058032706
538,0.0005766001745546803,0.0006394461268588357
539,0.0006388887272053694,0.0006359701044061433
540,0.0006405788254233182,0.0006315939395598308
541,0.0006483688888950562,0.0006295082229333448
542,0.0007036830933402954,0.0006271075885625816
543,0.00058033383922571,0.0006351673978278997
544,0.0005614223919100911,0.0006437440982419617
545,0.0006842409562210445,0.0006518829426650944
546,0.0006645778174275347,0.0006725075552156843
547,0.0006928953620683446,0.000693883888475152
548,0.000711470665196405,0.0006981884992423727
549,0.000676205070501046,0.0006825015879196751
550,0.0007180605503661827,0.0006569088066007272
551,0.0006073120567414752,0.0006367000538102077
552,0.0006383983200561651,0.0006212760587179372
553,0.0005757285375102049,0.0005897164771579364
554,0.0005513701400826129,0.0005785788802744461
555,0.0006408259079682657,0.0005740099004232815
556,0.0006371951641995116,0.0005907588351700255
557,0.0005037005960907995,0.0005908479107643548
558,0.0005493853313354579,0.000588686061361872
559,0.0006281646719658029,0.0005976345488879399
560,0.0006752723922704994,0.0006058172435335532
561,0.0005869298375292633,0.0006198289509783126
562,0.0006172269569956861,0.0006441453379087184
563,0.0005564134454337327,0.0006659656617225984
564,0.0007701520760116044,0.0006654434691909227
565,0.0006631015135054272,0.0006793308138955953
566,0.0006874452925412421,0.0006841503148470607
567,0.0006770673324061963,0.0006901631749234409
568,0.0006930872284652266,0.0006827615059695817
569,0.0006750663025199422,0.0006708088978243997
570,0.0006219725627981705,0.0006450928968074657
571,0.0006735281151814259,0.0006425307097489187
572,0.0006259709153719939,0.0006262099028447419
573,0.0006764185608716174,0.0006118325804105645
574,0.0005535618152431541,0.0005991738338205435
575,0.0005423120316367138,0.0005695620519212499
576,0.0005792433594411588,0.0005391817433333938
577,0.0005891972885817787,0.0005084579729347159
578,0.0005071039301589356,0.0004980675844919086
579,0.000450492399464175,0.0005035199774945364
580,0.00048166099742602894,0.0005145158485115926
581,0.00046343294714980005,0.0005088738187686661
582,0.0005953060971661381,0.0005188658536680148
583,0.0005489993833120967,0.000545603072799912
584,0.0005775807011740427,0.0005599412405297893
585,0.0005329434634463244,0.0005685105853017815
586,0.000493292845596381,0.0005629762207756094
587,0.0005932336445809854,0.0005662375999661307
588,0.0006248936430679518,0.0005758563261527049
589,0.0005730127191260425,0.0005876680492019255
590,0.0005478368358298652,0.0005875242690110081
591,0.0006161156773339248,0.0005739318914699588
592,0.0005475868568961448,0.0005662277725846214
593,0.0006173265839707636,0.0005642744605207844
594,0.0005442632165379056,0.0005847962934111376
595,0.0005355362836248389,0.0006081753855151889
596,0.0006242479013853319,0.0006237814949375181
597,0.0006176852089415435,0.0006128158711159184
598,0.0006988265880975682,0.0006063037281161634
599,0.0005688142439524425,0.0005716732641771272
600,0.0005729648896816088,0.00053319913125874
601,0.0004994005514180757,0.000504106932094357
602,0.00045010069944147435,0.00048508604845543543
603,0.0004541984707124837,0.0005057018891500847
604,0.0005821484215745657,0.0005379284258257012
605,0.0005139736010029244,0.0005967813446688285
606,0.0006568230269113694,0.000629637995217691
607,0.000690026833589573,0.0006693346031622844
608,0.00061290890793801,0.0006740920236548103
609,0.0007181063148165461,0.0006645310229982458
610,0.0006276525391505898,0.0006473007361324121
611,0.0006598587115826196,0.0006245737583442637
612,0.0005760087063609525,0.0005919345142790102
613,0.0006346052100067406,0.0005890056165172035
614,0.000533723756906366,0.0005886152421036044
615,0.0006241275004872393,0.000588017077822666
616,0.0005790659880989959,0.0006292737200242709
